Org,Project,URL,Published,Tags,Section,Subject,Authors,Org Type,Tools Used,Backstory,Notes
The New York Times,A Portrait of Sub-Saharan Africa,http://www.nytimes.com/ref/world/africa/20070724_AFRICA_GRAPHIC.html,7/24/2007,,International,,"Matthew Bloch, Shan Carter",national,,,
The New York Times,A Race to Save the Orange by Altering Its DNA,http://www.nytimes.com/2013/07/28/science/a-race-to-save-the-orange-by-altering-its-dna.html,7/28/2013,"interactive presentation, map, interactive graphic, crowd source",Science,,"Troy Griggs, John Niedermeyer, Alastair Dant, Scott Blumenthal, Sona Patel",national,,,
The New York Times,A Really Big Show,http://www.nytimes.com/packages/html/magazine/20070531_VINCENT_FEATURE/,5/31/2007,,Magazine,,"Tom Jackson, Andrew DeVigal, Judith Schlieper",national,,,
The New York Times,A Record Chain of Kidney Transplants,http://www.nytimes.com/interactive/2012/02/18/health/record-chain-of-kidney-transplants.html?ref=multimedia,,,National,,"Jacky Myint, Haeyoun Park, Sean Patrick Farrell, Kevin Sack, Matthew Ericson, Xaquín G.V.",national,,,
The New York Times,A Record Hang Gliding Ride on the Texas Wind,http://www.nytimes.com/interactive/2013/01/11/sports/a-record-ride-on-the-texas-wind.html,1/12/2013,"video, map, diagram",Sports,,"Graham Roberts, Joe Ward, Jeremy White",national,,,
The New York Times,A Record Year for Auto Recalls,http://www.nytimes.com/interactive/2014/12/30/business/a-record-year-for-auto-recalls.html,12/30/2014,"interactive feature, interactive graphic, static graphic, database",Business,,"Wilson Andrews, Gregor Aisch",national,D3.js,,
The New York Times,A Rogue State Along Two Rivers,http://www.nytimes.com/interactive/2014/07/03/world/middleeast/syria-iraq-isis-rogue-state-along-two-rivers.html,7/3/2014,interactive map,International,,"Jeremy Ashkenas, Archie Tse, Derek Watkins, Karen Yourish, Mike Bostock",national,"D3.js, NASA Landsat 8",,
The New York Times,A Russian High Flyer,http://www.nytimes.com/interactive/2008/08/18/sports/olympics/18-pole-vault-graphic.html,8/19/2008,,Sports - Olympics 2008,,,national,,,
The New York Times,A Russian TV Sampler,http://www.nytimes.com/interactive/2012/02/09/arts/television/2012-tv-watch.html,,,Arts,,"Jon Huang, Julie Bloom, Jeremy Egner",national,,,
The New York Times,A Shift in Debate Language for Romney,http://www.nytimes.com/interactive/2012/10/04/us/politics/20121005-fact.html,10/4/2012,"interactive presentation, video",Politics - Election 2012,,"Michael Cooper, Nick Corasaniti, Josh Williams",national,,,
